"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.12489,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",98.99339,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.1482,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.58647,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.252,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.9677,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4384,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.5729,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.4889,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3929,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4566,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.5865,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.5828,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4841,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3488,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2496,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1571,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.0233,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.7268,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.3391,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.0511,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",99.89219,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.73698,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.58264,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.5854,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.71044,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.8924,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.0141,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.0214,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.83118,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.60609,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.3955,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.31628,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.5407,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.8712,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.1689,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.2603,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.96644,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.95158,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.53681,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.67616,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.71523,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.15397,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.58684,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.87244,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.04195,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.57734,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.99546,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.04874,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.22697,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.53192,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.92218,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.3199,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.6805,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.8471,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.6501,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.512,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.5763,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.7413,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.789,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.6649,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.5645,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-02",100.4928,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-03",100.4543,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-04",100.3315,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-05",99.93864,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-06",99.23286,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-07",98.52952,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-08",98.28787,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-09",98.27122,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-10",98.20407,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-11",98.17452,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2022-12",98.31569,
"KOR","CCI","AMPLITUD","LTRENDIDX","M","2023-01",98.49391,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1992-10",89.08545,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1992-11",89.08366,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1992-12",89.08639,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-01",89.07222,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-02",89.02333,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-03",88.87524,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-04",88.59785,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-05",88.34363,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-06",88.1452,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-07",88.16962,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-08",88.85242,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-09",90.77647,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-10",93.95704,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-11",95.88557,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1993-12",96.59377,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-01",96.6607,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-02",96.50457,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-03",96.25141,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-04",95.9234,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-05",95.72423,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-06",95.62637,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-07",95.60246,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-08",95.65874,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-09",95.82681,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-10",96.10723,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-11",96.26939,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1994-12",96.34392,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-01",96.46059,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-02",96.87039,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-03",97.86103,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-04",99.47599,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.4595,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.8604,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9523,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.8648,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.6202,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.2533,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.0884,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.1396,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3083,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.3321,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.0664,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-04",99.49332,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-05",99.01958,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-06",98.56788,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-07",98.05076,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-08",97.8545,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-09",98.00357,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-10",98.45351,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-11",98.78085,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1996-12",99.02133,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-01",99.21388,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-02",99.25662,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-03",99.06866,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-04",98.67615,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-05",98.40022,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-06",98.25119,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-07",98.20439,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-08",98.31705,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-09",98.67845,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-10",99.29731,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-11",99.70815,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1997-12",99.96268,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.1547,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-02",100.2297,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-03",100.1798,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-04",100.0648,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-05",99.99803,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-06",100.0358,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-07",100.1477,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-08",100.114,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-09",99.83279,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-10",99.28928,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-11",98.86905,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1998-12",98.48456,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-01",98.02758,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-02",97.78594,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-03",97.67661,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-04",97.61619,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-05",97.46921,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-06",97.173,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-07",96.75578,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-08",96.66513,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-09",96.99355,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-10",97.66573,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-11",97.98136,
"EST","CCI","AMPLITUD","LTRENDIDX","M","1999-12",97.843,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-01",97.34395,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-02",97.03534,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-03",96.91157,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-04",96.91209,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-05",97.01302,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-06",97.29105,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-07",97.75802,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-08",97.98634,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-09",97.93026,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-10",97.63307,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-11",97.37989,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2000-12",97.12522,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-01",96.8428,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-02",96.78022,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-03",97.19389,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-04",98.47601,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.7731,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-06",102.3174,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-07",102.9913,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-08",103.0408,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-09",102.498,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-10",101.6472,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-11",101.0521,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2001-12",101.0218,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.6583,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-02",102.5328,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-03",103.2729,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-04",103.8476,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-05",104.3424,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-06",104.61,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-07",104.6131,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-08",104.5428,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-09",104.4296,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-10",104.2775,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-11",104.4033,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2002-12",104.5576,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-01",104.7009,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-02",104.656,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-03",104.6094,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-04",104.4466,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-05",104.2827,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-06",103.9488,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-07",103.7349,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-08",103.6296,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-09",103.5013,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-10",103.1715,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-11",102.7043,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2003-12",102.1238,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.785,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.4083,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.2236,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.0584,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.9418,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.2369,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.5983,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.8686,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-09",102.1679,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-10",102.5268,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-11",102.8767,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2004-12",102.8526,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-01",102.8594,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.9373,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-03",103.1091,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-04",103.2051,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-05",103.5298,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-06",104.0562,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-07",104.5206,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-08",104.3464,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-09",104.0482,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-10",104.762,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-11",105.3866,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2005-12",105.928,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-01",106.3922,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-02",106.6294,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-03",106.8045,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-04",107.0307,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-05",107.1624,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-06",107.1165,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-07",107.0946,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-08",107.0821,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-09",107.1592,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-10",107.1916,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-11",107.1079,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2006-12",107.0926,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-01",107.2508,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-02",107.237,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-03",107.0316,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-04",106.6317,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-05",106.1605,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-06",105.5584,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-07",104.7646,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.8358,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-09",103.0962,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.3913,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-11",101.9244,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2007-12",101.5117,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-01",101.1144,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.9286,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.9134,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-04",100.6225,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.0889,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.56812,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.04151,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.64016,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.91556,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.2071,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.69201,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.19199,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-01",95.72057,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-02",95.21013,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-03",94.95115,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-04",95.07204,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-05",95.34724,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-06",95.46281,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-07",95.64297,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-08",96.11592,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-09",96.64372,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.01563,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.22875,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2009-12",97.27718,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-01",97.48643,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-02",97.7242,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-03",97.99628,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.43429,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.83025,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.26151,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.59806,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.81203,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.86663,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.75977,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.92039,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.0914,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.3609,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4756,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.3443,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.92351,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.63822,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.57908,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.40115,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.93053,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.43897,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.14824,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.91657,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.85145,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.96156,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.0931,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.20615,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.43634,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.65977,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.71366,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.6561,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.38996,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.81721,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.36262,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.61254,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.44907,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.21885,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.66776,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.0086,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.1823,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.161,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.96825,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.73154,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.71474,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.007,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.4754,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.7298,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.9111,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.0177,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.0787,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.2404,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3512,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.3794,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.3029,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.338,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.4041,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.379,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.4508,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.6928,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.9267,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.9314,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.7896,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.689,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.4528,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.0908,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.1645,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.3457,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.5986,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.6127,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.5151,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.2133,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.9107,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.636,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.2233,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.328,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.842,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.3698,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.583,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.7236,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.8114,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.9856,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.0958,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.3648,
"EST","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.8275,
